text,label
Your warranty is expiring. Contact 877-333-9090 to extend coverage.,SCAM
Library book due on Thursday.,SAFE
Package delivered to your front door.,SAFE
Reminder: dentist appointment on Thursday at 1:00 PM.,SAFE
Meeting moved to Tuesday 9:00 AM.,SAFE
Your warranty is expiring. Contact 800-555-1212 to extend coverage.,SCAM
FedEx: delivery failed. Reschedule: https://tinyurl.com/verify-now,SCAM
Thanks for your help today!,SAFE
Your Amazon order #864 has shipped.,SAFE
Library book due on Tuesday.,SAFE
Invoice paid. Receipt attached.,SAFE
URGENT: Your bank account has been locked. Verify now: http://short.co/pay-fee,SCAM
Reminder: dentist appointment on Wednesday at 3:15 PM.,SAFE
Reminder: dentist appointment on Friday at 1:00 PM.,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Monday at 1:00 PM.,SAFE
Dinner at Sakura tonight?,SAFE
FedEx: delivery failed. Reschedule: https://tinyurl.com/verify-now,SCAM
Dinner at The Diner tonight?,SAFE
Mom: Call me when you land.,SAFE
Thanks for your help today!,SAFE
Meeting moved to Tuesday 11:30 AM.,SAFE
Thanks for your help today!,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Dinner at Cafe Luna tonight?,SAFE
Reminder: dentist appointment on Wednesday at 1:00 PM.,SAFE
Your Amazon order #329 has shipped.,SAFE
Package delivered to your front door.,SAFE
Your Amazon order #777 has shipped.,SAFE
Meeting moved to Tuesday 3:15 PM.,SAFE
Reminder: dentist appointment on Wednesday at 11:30 AM.,SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Your Amazon order #555 has shipped.,SAFE
Dinner at Sakura tonight?,SAFE
Reminder: dentist appointment on Thursday at 9:00 AM.,SAFE
FedEx: delivery failed. Reschedule: http://bit.ly/secure-login,SCAM
This is the IRS. Immediate payment required today at 877-333-9090.,SCAM
Thanks for your help today!,SAFE
Library book due on Wednesday.,SAFE
Dinner at Cafe Luna tonight?,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Your Amazon order #102 has shipped.,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Meeting moved to Monday 9:00 AM.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Your Amazon order #411 has shipped.,SAFE
Your Amazon order #427 has shipped.,SAFE
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Library book due on Monday.,SAFE
Meeting moved to Tuesday 11:30 AM.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Meeting moved to Friday 3:15 PM.,SAFE
Your SSN is flagged. Call 800-555-1212 now to verify your identity.,SCAM
Reminder: dentist appointment on Tuesday at 11:30 AM.,SAFE
Your warranty is expiring. Contact 888-404-5000 to extend coverage.,SCAM
Package delivered to your front door.,SAFE
Invoice paid. Receipt attached.,SAFE
URGENT: Call us immediately at 800-555-1212 to avoid account suspension.,SCAM
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
URGENT: Your bank account has been locked. Verify now: http://short.co/pay-fee,SCAM
Congratulations! You won a new iPhone. Claim here: http://bit.ly/secure-login,SCAM
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
Thanks for your help today!,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Congratulations! You won a new iPhone. Claim here: https://tinyurl.com/verify-now,SCAM
Invoice paid. Receipt attached.,SAFE
Mom: Call me when you land.,SAFE
Invoice paid. Receipt attached.,SAFE
FedEx: delivery failed. Reschedule: http://bit.ly/secure-login,SCAM
Library book due on Wednesday.,SAFE
URGENT: Call us immediately at 888-404-5000 to avoid account suspension.,SCAM
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
URGENT: Call us immediately at 800-555-1212 to avoid account suspension.,SCAM
Mom: Call me when you land.,SAFE
Meeting moved to Tuesday 1:00 PM.,SAFE
Your Amazon order #410 has shipped.,SAFE
Meeting moved to Tuesday 9:00 AM.,SAFE
Reminder: dentist appointment on Friday at 1:00 PM.,SAFE
Thanks for your help today!,SAFE
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
Library book due on Tuesday.,SAFE
FedEx: delivery failed. Reschedule: http://bit.ly/secure-login,SCAM
FedEx: delivery failed. Reschedule: https://tinyurl.com/verify-now,SCAM
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Thanks for your help today!,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Meeting moved to Monday 11:30 AM.,SAFE
Final notice: unpaid tax balance. Pay fee: http://short.co/pay-fee,SCAM
Dinner at Sakura tonight?,SAFE
Invoice paid. Receipt attached.,SAFE
This is the IRS. Immediate payment required today at 800-555-1212.,SCAM
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Meeting moved to Tuesday 11:30 AM.,SAFE
Netflix membership expired. Reactivate now: http://bit.ly/secure-login,SCAM
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Package delivered to your front door.,SAFE
Thanks for your help today!,SAFE
Congratulations! You won a new iPhone. Claim here: https://tinyurl.com/verify-now,SCAM
Mom: Call me when you land.,SAFE
Library book due on Friday.,SAFE
Package delivered to your front door.,SAFE
This is the IRS. Immediate payment required today at 888-404-5000.,SCAM
Your Amazon order #614 has shipped.,SAFE
Thanks for your help today!,SAFE
Dinner at Cafe Luna tonight?,SAFE
URGENT: Call us immediately at 800-555-1212 to avoid account suspension.,SCAM
Package delivered to your front door.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Your Amazon order #389 has shipped.,SAFE
Invoice paid. Receipt attached.,SAFE
Your Amazon order #532 has shipped.,SAFE
Reminder: dentist appointment on Monday at 9:00 AM.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
Meeting moved to Friday 9:00 AM.,SAFE
URGENT: Call us immediately at 800-555-1212 to avoid account suspension.,SCAM
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
Package delivered to your front door.,SAFE
Your SSN is flagged. Call 877-333-9090 now to verify your identity.,SCAM
URGENT: Your bank account has been locked. Verify now: http://short.co/pay-fee,SCAM
Package delivered to your front door.,SAFE
Mom: Call me when you land.,SAFE
URGENT: Your bank account has been locked. Verify now: http://bit.ly/secure-login,SCAM
Library book due on Monday.,SAFE
Package delivered to your front door.,SAFE
Package delivered to your front door.,SAFE
Meeting moved to Wednesday 11:30 AM.,SAFE
Your Amazon order #235 has shipped.,SAFE
Reminder: dentist appointment on Tuesday at 11:30 AM.,SAFE
URGENT: Your bank account has been locked. Verify now: http://bit.ly/secure-login,SCAM
Meeting moved to Thursday 9:00 AM.,SAFE
Package delivered to your front door.,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Mom: Call me when you land.,SAFE
Package delivered to your front door.,SAFE
Reminder: dentist appointment on Wednesday at 11:30 AM.,SAFE
Thanks for your help today!,SAFE
Meeting moved to Wednesday 1:00 PM.,SAFE
Your warranty is expiring. Contact 877-333-9090 to extend coverage.,SCAM
Dinner at Cafe Luna tonight?,SAFE
Package delivered to your front door.,SAFE
Meeting moved to Wednesday 11:30 AM.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Dinner at The Diner tonight?,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Friday at 11:30 AM.,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Package delivered to your front door.,SAFE
Dinner at Cafe Luna tonight?,SAFE
Dinner at Sakura tonight?,SAFE
Your Amazon order #307 has shipped.,SAFE
Library book due on Tuesday.,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Thanks for your help today!,SAFE
Meeting moved to Friday 1:00 PM.,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Tuesday at 9:00 AM.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Your Amazon order #983 has shipped.,SAFE
URGENT: Call us immediately at 800-555-1212 to avoid account suspension.,SCAM
Thanks for your help today!,SAFE
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
Library book due on Tuesday.,SAFE
Your warranty is expiring. Contact 877-333-9090 to extend coverage.,SCAM
Your SSN is flagged. Call 877-333-9090 now to verify your identity.,SCAM
Library book due on Wednesday.,SAFE
Thanks for your help today!,SAFE
Library book due on Monday.,SAFE
Invoice paid. Receipt attached.,SAFE
URGENT: Your bank account has been locked. Verify now: http://bit.ly/secure-login,SCAM
Package delivered to your front door.,SAFE
Invoice paid. Receipt attached.,SAFE
Mom: Call me when you land.,SAFE
Library book due on Monday.,SAFE
Meeting moved to Tuesday 3:15 PM.,SAFE
Congratulations! You won a new iPhone. Claim here: https://tinyurl.com/verify-now,SCAM
Meeting moved to Monday 1:00 PM.,SAFE
Package delivered to your front door.,SAFE
Netflix membership expired. Reactivate now: http://short.co/pay-fee,SCAM
Package delivered to your front door.,SAFE
Reminder: dentist appointment on Wednesday at 3:15 PM.,SAFE
Meeting moved to Friday 3:15 PM.,SAFE
Thanks for your help today!,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Tuesday at 9:00 AM.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Reminder: dentist appointment on Thursday at 3:15 PM.,SAFE
Mom: Call me when you land.,SAFE
Mom: Call me when you land.,SAFE
Reminder: dentist appointment on Tuesday at 1:00 PM.,SAFE
Reminder: dentist appointment on Thursday at 11:30 AM.,SAFE
Dinner at The Diner tonight?,SAFE
Meeting moved to Friday 3:15 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Library book due on Monday.,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Library book due on Friday.,SAFE
Library book due on Wednesday.,SAFE
This is the IRS. Immediate payment required today at 888-404-5000.,SCAM
Your Amazon order #534 has shipped.,SAFE
Meeting moved to Tuesday 9:00 AM.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Thanks for your help today!,SAFE
Package delivered to your front door.,SAFE
Your warranty is expiring. Contact 888-404-5000 to extend coverage.,SCAM
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Your Amazon order #444 has shipped.,SAFE
This is the IRS. Immediate payment required today at 877-333-9090.,SCAM
Congratulations! You won a new iPhone. Claim here: http://bit.ly/secure-login,SCAM
Reminder: dentist appointment on Friday at 1:00 PM.,SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
Your Amazon order #342 has shipped.,SAFE
Package delivered to your front door.,SAFE
URGENT: Call us immediately at 877-333-9090 to avoid account suspension.,SCAM
Mom: Call me when you land.,SAFE
Reminder: dentist appointment on Wednesday at 9:00 AM.,SAFE
Congratulations! You won a new iPhone. Claim here: https://tinyurl.com/verify-now,SCAM
Reminder: dentist appointment on Monday at 11:30 AM.,SAFE
Meeting moved to Monday 9:00 AM.,SAFE
Reminder: dentist appointment on Tuesday at 11:30 AM.,SAFE
Congratulations! You won a new iPhone. Claim here: https://tinyurl.com/verify-now,SCAM
Dinner at Sakura tonight?,SAFE
"Hey, are you free for lunch tomorrow at 9:00 AM?",SAFE
Your SSN is flagged. Call 888-404-5000 now to verify your identity.,SCAM
Your Amazon order #201 has shipped.,SAFE
Library book due on Tuesday.,SAFE
FedEx: delivery failed. Reschedule: http://short.co/pay-fee,SCAM
Invoice paid. Receipt attached.,SAFE
Package delivered to your front door.,SAFE
Package delivered to your front door.,SAFE
Thanks for your help today!,SAFE
Mom: Call me when you land.,SAFE
Library book due on Wednesday.,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
Meeting moved to Tuesday 1:00 PM.,SAFE
Thanks for your help today!,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
Mom: Call me when you land.,SAFE
Final notice: unpaid tax balance. Pay fee: http://bit.ly/secure-login,SCAM
Library book due on Tuesday.,SAFE
FedEx: delivery failed. Reschedule: https://tinyurl.com/verify-now,SCAM
Reminder: dentist appointment on Monday at 3:15 PM.,SAFE
Netflix membership expired. Reactivate now: https://tinyurl.com/verify-now,SCAM
Dinner at The Diner tonight?,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
URGENT: Your bank account has been locked. Verify now: https://tinyurl.com/verify-now,SCAM
Library book due on Tuesday.,SAFE
Dinner at The Diner tonight?,SAFE
Package delivered to your front door.,SAFE
Dinner at The Diner tonight?,SAFE
Reminder: dentist appointment on Tuesday at 11:30 AM.,SAFE
Dinner at The Diner tonight?,SAFE
Invoice paid. Receipt attached.,SAFE
Library book due on Tuesday.,SAFE
Your Amazon order #616 has shipped.,SAFE
Your Amazon order #567 has shipped.,SAFE
Dinner at The Diner tonight?,SAFE
Package delivered to your front door.,SAFE
Dinner at Cafe Luna tonight?,SAFE
FedEx: delivery failed. Reschedule: https://tinyurl.com/verify-now,SCAM
Library book due on Wednesday.,SAFE
Library book due on Monday.,SAFE
Mom: Call me when you land.,SAFE
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Thanks for your help today!,SAFE
Meeting moved to Monday 1:00 PM.,SAFE
Mom: Call me when you land.,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Reminder: dentist appointment on Wednesday at 3:15 PM.,SAFE
Package delivered to your front door.,SAFE
Library book due on Thursday.,SAFE
Dinner at Sakura tonight?,SAFE
Thanks for your help today!,SAFE
Dinner at Sakura tonight?,SAFE
Dinner at Sakura tonight?,SAFE
Package delivered to your front door.,SAFE
Your Amazon order #694 has shipped.,SAFE
Congratulations! You won a new iPhone. Claim here: http://short.co/pay-fee,SCAM
Invoice paid. Receipt attached.,SAFE
Thanks for your help today!,SAFE
Library book due on Monday.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Your Amazon order #987 has shipped.,SAFE
Student loan forgiveness approved. Call 877-333-9090 to process.,SCAM
Mom: Call me when you land.,SAFE
Your Amazon order #890 has shipped.,SAFE
Package delivered to your front door.,SAFE
Dinner at The Diner tonight?,SAFE
Invoice paid. Receipt attached.,SAFE
Package delivered to your front door.,SAFE
Library book due on Monday.,SAFE
Thanks for your help today!,SAFE
Your Amazon order #374 has shipped.,SAFE
Reminder: dentist appointment on Monday at 9:00 AM.,SAFE
Invoice paid. Receipt attached.,SAFE
Your SSN is flagged. Call 877-333-9090 now to verify your identity.,SCAM
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Meeting moved to Thursday 9:00 AM.,SAFE
Mom: Call me when you land.,SAFE
URGENT: Your bank account has been locked. Verify now: http://short.co/pay-fee,SCAM
Reminder: dentist appointment on Friday at 11:30 AM.,SAFE
Reminder: dentist appointment on Monday at 1:00 PM.,SAFE
Reminder: dentist appointment on Thursday at 9:00 AM.,SAFE
Thanks for your help today!,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
Thanks for your help today!,SAFE
Library book due on Wednesday.,SAFE
Library book due on Wednesday.,SAFE
Package delivered to your front door.,SAFE
URGENT: Call us immediately at 800-555-1212 to avoid account suspension.,SCAM
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Dinner at Sakura tonight?,SAFE
Reminder: dentist appointment on Monday at 11:30 AM.,SAFE
Invoice paid. Receipt attached.,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 3:15 PM?",SAFE
This is the IRS. Immediate payment required today at 888-404-5000.,SCAM
Meeting moved to Monday 9:00 AM.,SAFE
Reminder: dentist appointment on Monday at 9:00 AM.,SAFE
Reminder: dentist appointment on Tuesday at 3:15 PM.,SAFE
"Hey, are you free for lunch tomorrow at 11:30 AM?",SAFE
Package delivered to your front door.,SAFE
Invoice paid. Receipt attached.,SAFE
"Hey, are you free for lunch tomorrow at 1:00 PM?",SAFE
Package delivered to your front door.,SAFE
Reminder: dentist appointment on Tuesday at 11:30 AM.,SAFE
Library book due on Thursday.,SAFE
Reminder: dentist appointment on Friday at 11:30 AM.,SAFE
Thanks for your help today!,SAFE
Thanks for your help today!,SAFE
Reminder: dentist appointment on Friday at 9:00 AM.,SAFE
Library book due on Monday.,SAFE
Reminder: dentist appointment on Tuesday at 3:15 PM.,SAFE
Congratulations! You won a new iPhone. Claim here: http://bit.ly/secure-login,SCAM
Library book due on Friday.,SAFE
Invoice paid. Receipt attached.,SAFE
